Variable,RFImportance
403.05_167.1062m/z,0.0
156.99_167.1172m/z,0.0
109.96_167.1167m/z,0.0
196.13_167.1169m/z,0.0
121.88_167.1173m/z,0.0
176.97_167.1167m/z,0.0
93.29_167.1174m/z,0.0
201.79_167.1252m/z,0.0
193.62_167.1251m/z,0.0
166.34_167.1252m/z,0.0
133.1_167.1251m/z,0.0
332.54_167.1425m/z,7.84267125116588e-05
399.69_167.1425m/z,0.0
353.85_167.1425m/z,0.0
377.33_167.1425m/z,0.0
109.97_167.1565m/z,0.0
122.15_167.1564m/z,8.398242881001501e-05
109.96_167.2264m/z,0.0
109.97_167.2617m/z,0.0
122.19_167.2617m/z,0.0
109.96_167.2914m/z,0.0
66.21_167.569m/z,0.0
59.76_167.974m/z,0.0001343215191075421
78.43_168.0146m/z,5.588592360877921e-05
66.04_168.029m/z,0.0
130.99_168.0285m/z,0.0
193.86_168.0277m/z,0.0
46.26_168.032m/z,0.0
101.93_168.0287m/z,0.0
109.9_168.0295m/z,0.0
157.14_168.042m/z,0.0
57.29_168.046m/z,0.0
120.96_168.0455m/z,0.0
182.99_168.0474m/z,0.0
48.83_168.0517m/z,0.0
122.01_168.0584m/z,0.0
38.73_168.0649m/z,0.0
80.41_168.0637m/z,0.0
89.52_168.0651m/z,0.0
170.76_168.0653m/z,0.0
59.88_168.065m/z,0.0
128.29_168.0641m/z,0.0
46.79_168.0652m/z,0.0
158.11_168.0652m/z,0.0
69.49_168.0652m/z,0.0
113.77_168.0643m/z,6.201097917216258e-05
245.74_168.0653m/z,0.0
369.78_168.0653m/z,0.0
348.27_168.0733m/z,0.0
75.78_168.0761m/z,0.0
120.52_168.0802m/z,0.0
215.25_168.0799m/z,0.0
238.72_168.0797m/z,0.0
174.05_168.0836m/z,0.0
96.04_168.0876m/z,0.0
84.61_168.0866m/z,0.0
407.3_168.0884m/z,0.0
125.5_168.0912m/z,0.0
386.96_168.0885m/z,0.00023391144250496507
375.84_168.0885m/z,0.0
49.62_168.0954m/z,0.0
101.15_168.0997m/z,0.0
129.75_168.1014m/z,0.0
110.8_168.1012m/z,8.766218546047384e-06
253.5_168.1015m/z,0.0
143.18_168.0992m/z,0.0
207.75_168.1016m/z,7.446177511553177e-05
165.03_168.1014m/z,0.0
332.65_168.1014m/z,0.0
274.71_168.1019m/z,0.0
54.29_168.1009m/z,0.0
353.95_168.1087m/z,0.0
78.55_168.1121m/z,0.0
60.36_168.1126m/z,0.0
257.61_168.1094m/z,7.393739703459637e-06
44.53_168.1119m/z,0.0
158.93_168.1118m/z,6.0343074139084196e-05
193.95_168.1123m/z,0.0
112.57_168.1121m/z,0.0
181.91_168.1123m/z,0.0
276.73_168.5642m/z,0.0
178.24_168.5948m/z,1.4483928175685059e-05
68.56_168.9932m/z,0.0
169.24_169.0062m/z,0.0
201.95_169.023m/z,0.0
52.82_169.0352m/z,0.0
68.74_169.0366m/z,0.0
122.85_169.0355m/z,0.0
95.66_169.0348m/z,0.0
118.77_169.0469m/z,0.0
97.96_169.0468m/z,0.0
163.95_169.0487m/z,0.0
135.47_169.0491m/z,4.474439253035264e-05
177.21_169.0492m/z,0.0
207.66_169.0493m/z,0.0
88.85_169.0581m/z,0.0
63.0_169.0605m/z,0.0
78.19_169.0584m/z,1.3217358797887899e-05
144.01_169.0604m/z,0.0
181.21_169.0601m/z,3.847437207958807e-05
122.25_169.0607m/z,0.0
433.97_169.0644m/z,9.885680301328223e-06
306.57_169.0644m/z,0.0
335.62_169.0643m/z,0.0
407.41_169.0642m/z,0.0
150.28_169.0647m/z,1.1445259048443437e-05
137.97_169.072m/z,0.0
221.49_169.0854m/z,3.863451937129568e-05
265.19_169.0855m/z,0.0003767923682771632
284.54_169.0856m/z,0.0
159.43_169.0839m/z,0.0
297.36_169.0853m/z,6.353303773313953e-05
176.43_169.0857m/z,0.0
187.09_169.0855m/z,0.0
96.12_169.0898m/z,0.0
389.14_169.0856m/z,0.0
147.32_169.0856m/z,0.0
251.79_169.0901m/z,0.0
87.58_169.0963m/z,0.0
192.98_169.0959m/z,0.0
160.45_169.0959m/z,0.0
178.02_169.0954m/z,0.0
66.18_169.0964m/z,0.0
131.42_169.0969m/z,0.0
79.08_169.0966m/z,0.0
143.1_169.1012m/z,0.0
48.15_169.1028m/z,0.0
253.51_169.1044m/z,0.0
60.35_169.1156m/z,0.0
78.22_169.1154m/z,0.0
285.26_169.122m/z,3.8379505398464174e-05
334.22_169.122m/z,0.0
317.13_169.1221m/z,0.0
258.21_169.1219m/z,0.0
303.34_169.1221m/z,0.0
186.69_169.1223m/z,0.0
390.22_169.122m/z,7.92575548481081e-05
225.47_169.1223m/z,0.0
451.34_169.122m/z,0.0
47.7_169.1331m/z,0.0
109.68_169.1328m/z,0.0
93.22_169.133m/z,0.0
131.36_169.1329m/z,0.0
205.27_169.1326m/z,0.0
47.54_169.169m/z,0.0
68.55_169.2061m/z,0.0
47.5_169.2334m/z,0.0
68.55_169.2418m/z,0.0
68.56_169.2739m/z,0.0
68.5_169.334m/z,0.0
76.81_169.5357m/z,0.0
178.26_169.5936m/z,0.0
68.54_170.0092m/z,0.0
142.24_170.0102m/z,0.00024303241461212736
315.75_170.0249m/z,0.0
68.48_170.0371m/z,1.4048929717599599e-05
122.82_170.0376m/z,0.0
49.2_170.0421m/z,0.0
142.23_170.0447m/z,0.00012441783100465732
62.35_170.0422m/z,0.0
88.86_170.0439m/z,0.0
127.67_170.0442m/z,0.0
248.58_170.0444m/z,0.0
164.18_170.0536m/z,0.0
118.63_170.0517m/z,0.0
78.6_170.0566m/z,0.0
47.45_170.0559m/z,0.0
97.1_170.0554m/z,0.0
315.75_170.06m/z,0.0
364.51_170.0598m/z,0.0
165.31_170.0596m/z,0.0008134154633389479
120.5_170.0595m/z,0.0
284.29_170.0596m/z,0.0
194.34_170.0596m/z,0.0
260.9_170.0597m/z,0.0
136.1_170.0625m/z,0.0
84.26_170.0646m/z,0.0
36.48_170.0636m/z,0.0
63.21_170.0641m/z,0.0
106.03_170.0646m/z,0.0
136.09_170.064m/z,0.0
433.96_170.072m/z,0.0
69.0_170.0743m/z,7.879910603347673e-05
142.18_170.0801m/z,0.0
41.95_170.081m/z,0.0
156.72_170.0811m/z,0.0
103.23_170.0808m/z,0.0
76.51_170.081m/z,0.0
53.25_170.0809m/z,0.0
119.16_170.0809m/z,0.0
181.56_170.0809m/z,0.0
88.3_170.0919m/z,0.0
48.97_170.0917m/z,0.0
178.36_170.0941m/z,0.0
389.05_170.0902m/z,0.0
364.45_170.0948m/z,7.49504505377127e-05
131.42_170.0994m/z,0.00012672136305331684
315.77_170.0977m/z,0.0
128.51_170.1176m/z,4.4254535892716284e-05
45.15_170.1172m/z,0.0
63.25_170.1172m/z,0.0
304.42_170.1175m/z,0.0
54.19_170.117m/z,0.0
164.92_170.1167m/z,0.0
296.04_170.1171m/z,0.0
253.48_170.117m/z,0.00020944656483132645
76.08_170.1168m/z,0.0
285.25_170.125m/z,0.0
315.73_170.1224m/z,0.0
88.19_170.1276m/z,0.0
47.53_170.136m/z,0.0
142.22_170.1454m/z,3.324552954158921e-05
138.26_170.1533m/z,0.0
107.84_170.1533m/z,4.581739109509777e-05
315.75_170.1607m/z,0.0
315.72_170.2672m/z,0.0
149.91_171.0026m/z,0.0
138.56_171.0106m/z,0.00011108236735847088
94.41_171.0083m/z,0.0
103.16_171.008m/z,0.0
57.22_171.0091m/z,0.0
87.12_171.0264m/z,0.0
64.55_171.0261m/z,0.0
134.15_171.0285m/z,1.4774096084864658e-05
68.56_171.0393m/z,0.0
39.66_171.0393m/z,0.00012760515489422438
262.67_171.0435m/z,0.0
142.21_171.0477m/z,0.0
97.18_171.0625m/z,0.0
165.21_171.0627m/z,0.00023461809613643372
151.36_171.0626m/z,0.0
71.08_171.0627m/z,0.0
112.81_171.0618m/z,0.0
364.51_171.063m/z,0.0
139.08_171.0632m/z,0.0
176.71_171.0637m/z,0.0
315.74_171.063m/z,0.0
121.13_171.0627m/z,0.0
186.82_171.0643m/z,4.602280374550557e-05
39.76_171.0763m/z,0.0
58.37_171.0757m/z,0.0002680332560598964
50.19_171.0757m/z,0.0
80.97_171.076m/z,6.922281550824882e-05
333.41_171.0799m/z,0.0
325.27_171.0801m/z,0.0
390.75_171.0801m/z,0.0
210.48_171.0799m/z,0.0
317.96_171.08m/z,0.0
469.37_171.0801m/z,0.0
433.96_171.0768m/z,0.0
284.22_171.0801m/z,5.0135504382388246e-05
110.85_171.0871m/z,0.0
60.17_171.0872m/z,0.0
266.26_171.0914m/z,0.0
88.22_171.0903m/z,0.0
359.66_171.0911m/z,0.0
158.66_171.0947m/z,0.0
48.98_171.0949m/z,0.0
171.4_171.0965m/z,0.0
148.97_171.0991m/z,0.0
139.07_171.0986m/z,0.0002306586480459603
131.55_171.1012m/z,0.0
331.25_171.1013m/z,0.0
52.11_171.1124m/z,0.0
78.47_171.1124m/z,0.0
181.91_171.1118m/z,0.0
146.94_171.1121m/z,0.0
93.31_171.1144m/z,0.0
104.61_171.113m/z,0.0
120.43_171.1124m/z,0.0
321.47_171.1162m/z,0.0
65.3_171.1487m/z,8.836211139768858e-05
39.64_171.1776m/z,0.0
93.83_171.5771m/z,0.0
171.5_171.5977m/z,0.0
57.36_172.0314m/z,0.0
87.28_172.0293m/z,0.0
74.53_172.0401m/z,0.0001753679875273035
64.41_172.0396m/z,0.0
142.23_172.0491m/z,0.0
82.39_172.0601m/z,0.00023796385711479466
58.03_172.0601m/z,0.0
120.43_172.0604m/z,0.0
96.93_172.066m/z,0.0
315.63_172.0674m/z,0.0
151.33_172.0659m/z,0.0
139.27_172.0659m/z,0.0
176.63_172.0682m/z,0.0
316.6_172.0739m/z,0.00016081406305862541
46.35_172.0713m/z,0.0
266.37_172.0746m/z,0.0
74.5_172.0756m/z,0.0
146.98_172.075m/z,0.0
229.13_172.0751m/z,0.0
39.66_172.0789m/z,0.0
390.83_172.0835m/z,0.0
325.33_172.0831m/z,0.0
76.02_172.0856m/z,0.0
93.26_172.0901m/z,0.0
174.47_172.0927m/z,0.0
115.42_172.0957m/z,0.00010478384173857591
137.19_172.0963m/z,1.05365172021321e-05
64.01_172.0962m/z,0.0
170.37_172.0964m/z,0.0
191.02_172.0965m/z,0.0
46.98_172.0968m/z,0.0
206.41_172.0964m/z,0.0
265.57_172.0964m/z,0.0
237.89_172.0964m/z,0.0
153.41_172.0966m/z,0.0
181.54_172.1036m/z,0.0
38.07_172.1073m/z,0.0
92.32_172.1079m/z,0.0
52.82_172.1073m/z,0.0
78.51_172.1154m/z,0.0
56.12_172.1327m/z,0.0
85.98_172.1327m/z,0.0
130.79_172.1327m/z,0.0
174.38_172.1329m/z,0.0
65.24_172.1518m/z,0.0
174.51_172.1951m/z,0.0
174.49_172.2347m/z,0.0
174.5_172.3059m/z,0.0
174.49_172.3417m/z,0.0
174.49_172.3705m/z,0.0
97.0_172.9875m/z,0.0
58.47_173.0414m/z,0.0
74.4_173.0427m/z,0.0
122.05_173.043m/z,0.0
86.15_173.0441m/z,0.0
150.87_173.0439m/z,0.0
66.62_173.0553m/z,0.0
82.13_173.0566m/z,0.0
45.33_173.0551m/z,0.0
332.27_173.0556m/z,0.0
189.53_173.0569m/z,0.0
393.05_173.0594m/z,0.0
211.62_173.0625m/z,0.0
58.09_173.0631m/z,0.0
60.66_173.0781m/z,0.0
73.21_173.0781m/z,0.0
97.28_173.078m/z,0.0
316.59_173.0783m/z,8.784035504696554e-05
144.16_173.0805m/z,0.0
164.32_173.0801m/z,0.0
194.51_173.0802m/z,0.0
130.57_173.0802m/z,0.0
186.54_173.0803m/z,0.0
39.34_173.0915m/z,0.0
52.51_173.0916m/z,0.0
107.63_173.0915m/z,0.0
145.92_173.0907m/z,0.0
78.93_173.0918m/z,0.0
297.8_173.0957m/z,2.662576983916145e-05
335.45_173.0957m/z,0.0
353.99_173.0957m/z,0.0
406.17_173.0957m/z,8.547733194545865e-05
115.4_173.0995m/z,0.0
64.27_173.0993m/z,0.0
265.54_173.0989m/z,0.0
191.0_173.0999m/z,0.0
170.26_173.0978m/z,1.1089433015673462e-05
207.88_173.0963m/z,8.400531745306677e-05
228.02_173.0992m/z,0.0
138.77_173.1064m/z,0.0
38.03_173.1108m/z,0.0
124.71_173.128m/z,0.0
70.53_173.1281m/z,0.0
302.18_173.1319m/z,0.0
516.47_173.132m/z,0.0
360.81_173.1319m/z,0.0
54.98_173.1383m/z,0.0
174.45_173.136m/z,0.0
80.03_173.1391m/z,0.0
123.2_173.1644m/z,0.0
82.84_173.1643m/z,0.0
56.16_173.1642m/z,0.0
147.98_173.1642m/z,0.0
174.46_173.171m/z,0.0
193.72_174.0142m/z,0.0
156.92_174.0216m/z,0.0002844807407384074
40.54_174.0215m/z,0.0
54.57_174.0213m/z,0.0
197.2_174.0215m/z,0.0
74.53_174.0361m/z,0.0
53.36_174.0385m/z,0.0
119.03_174.0396m/z,0.0
86.15_174.0472m/z,0.0
193.3_174.0546m/z,0.0
121.3_174.0531m/z,0.0002883382469629092
230.71_174.0544m/z,0.0
98.29_174.054m/z,0.0
246.89_174.0545m/z,0.0
267.09_174.0546m/z,0.0
154.86_174.0523m/z,0.0
137.68_174.0523m/z,0.0
172.12_174.055m/z,0.0
66.67_174.0582m/z,0.0
36.92_174.0757m/z,0.0
80.09_174.0757m/z,0.0
94.52_174.0765m/z,0.0
103.78_174.0758m/z,0.0
60.67_174.081m/z,0.0
48.94_174.0868m/z,0.0
142.52_174.0909m/z,0.0
124.19_174.0904m/z,0.0
217.91_174.0909m/z,0.0
39.21_174.0937m/z,7.837351625673702e-05
52.44_174.094m/z,0.0
201.62_174.094m/z,0.0001555799789019042
322.58_174.0911m/z,0.0
56.77_174.1123m/z,0.0
222.86_174.1123m/z,0.0
87.11_174.1125m/z,0.0
44.48_174.1127m/z,0.0
72.21_174.1125m/z,0.0
245.51_174.1125m/z,0.0
282.46_174.1125m/z,0.00013156981027045409
172.91_174.1122m/z,0.0
256.57_174.1124m/z,0.0
272.34_174.1125m/z,0.0001269535416442092
184.24_174.1123m/z,7.819820055277136e-05
205.98_174.112m/z,0.0
112.56_174.1119m/z,4.115433164700591e-05
49.12_174.1229m/z,0.0
219.57_174.127m/z,0.00023700714038630866
124.62_174.1308m/z,0.0
174.5_174.1375m/z,0.0
80.04_174.1424m/z,0.0
112.69_174.1483m/z,0.0
163.77_174.1482m/z,0.0
84.61_174.1483m/z,0.0
131.9_174.1483m/z,4.839481890762283e-05
197.7_174.1484m/z,0.0
94.3_174.1625m/z,0.0
123.25_174.1673m/z,0.0
82.83_174.1674m/z,0.0
96.18_174.1863m/z,8.671751040981804e-05
88.87_174.5768m/z,0.0
105.72_174.9972m/z,0.0
43.53_175.0033m/z,0.0
69.87_175.0026m/z,0.0
54.62_175.0048m/z,0.0
67.04_175.0229m/z,0.0
80.08_175.0228m/z,0.0
46.37_175.0234m/z,0.0
198.65_175.034m/z,0.0
145.66_175.0338m/z,0.0
319.6_175.0387m/z,0.0
551.16_175.0386m/z,0.0
154.83_175.0552m/z,0.0
137.48_175.0553m/z,6.30468479580868e-05
36.24_175.0716m/z,0.0005107455639370579
46.56_175.0713m/z,0.0
351.86_175.0751m/z,0.0
259.96_175.0751m/z,0.0
239.73_175.0754m/z,0.0
201.95_175.0785m/z,0.0
88.87_175.0791m/z,0.0
80.1_175.0791m/z,0.0
100.15_175.086m/z,0.0
222.55_175.0864m/z,0.0
84.86_175.0862m/z,0.0
136.31_175.0862m/z,0.0
238.71_175.0859m/z,0.0
115.36_175.0863m/z,0.0
49.12_175.0893m/z,0.0
142.47_175.0939m/z,0.0
42.35_175.1074m/z,0.00011404145532900077
104.49_175.1072m/z,0.0
82.13_175.1075m/z,0.0
57.81_175.1074m/z,0.0
71.14_175.1078m/z,0.0
340.76_175.1114m/z,0.0
245.61_175.1145m/z,0.0
172.9_175.1154m/z,0.0
222.9_175.1153m/z,0.0
54.94_175.117m/z,0.0
66.32_175.1182m/z,0.0
44.67_175.1151m/z,0.0
150.79_175.1226m/z,0.0
238.89_175.1221m/z,0.0
56.16_175.1436m/z,0.0
335.45_175.1476m/z,0.0
291.23_175.1476m/z,0.0
225.78_175.1475m/z,0.0
210.38_175.1475m/z,4.681813711025868e-05
201.14_175.1473m/z,0.0
309.31_175.1476m/z,0.0
112.69_175.1515m/z,0.0
150.79_175.1579m/z,0.0
126.97_175.5268m/z,0.0
209.64_175.5845m/z,0.0
59.79_176.0009m/z,0.0
285.99_176.0192m/z,0.0
67.06_176.0268m/z,0.0
85.73_176.0339m/z,0.0
96.15_176.0372m/z,0.0
107.43_176.0317m/z,0.0
50.49_176.0373m/z,0.0
176.72_176.0372m/z,0.0
131.22_176.0427m/z,0.0
151.49_176.0485m/z,0.0
158.17_176.0474m/z,0.0
60.98_176.0551m/z,0.0
71.91_176.0551m/z,0.0
359.66_176.0617m/z,0.0
43.89_176.0662m/z,0.00013022428095575434
266.27_176.0704m/z,0.0
133.19_176.0704m/z,0.0
337.56_176.0703m/z,0.0
146.31_176.0703m/z,0.0
322.32_176.0702m/z,0.0
251.31_176.0702m/z,0.0
233.86_176.0701m/z,0.00013390748935925953
390.53_176.0701m/z,0.0
186.59_176.0702m/z,0.0
46.54_176.0741m/z,0.0
201.97_176.0812m/z,0.0
73.99_176.0822m/z,0.0
64.12_176.0829m/z,0.0
209.67_176.0858m/z,0.0
90.23_176.0913m/z,0.0
39.88_176.0914m/z,0.0
115.59_176.0913m/z,0.0001451680538411312
100.11_176.0895m/z,0.0
55.1_176.0912m/z,0.0
146.67_176.0918m/z,0.0
43.92_176.1029m/z,0.0
150.82_176.1064m/z,0.0
93.25_176.1062m/z,0.0
178.33_176.1066m/z,0.0
238.87_176.1063m/z,0.0
343.56_176.107m/z,0.0
266.3_176.107m/z,0.0
163.92_176.1068m/z,0.0
104.48_176.1102m/z,0.0
42.15_176.1104m/z,8.241524177977562e-05
57.83_176.1104m/z,0.0
157.29_176.1172m/z,0.00021221246740787413
52.46_176.1276m/z,9.838569067914281e-05
150.79_176.1261m/z,0.0
238.87_176.126m/z,0.0002166380006744331
96.38_176.1277m/z,0.0
76.94_176.1276m/z,0.0
123.46_176.1286m/z,3.830313337984393e-05
275.45_176.1281m/z,0.0
143.75_176.1305m/z,0.0
43.93_176.1392m/z,0.0
65.32_176.1386m/z,5.6421916874281475e-05
291.24_176.1502m/z,3.974759216207241e-05
210.39_176.15m/z,0.0
43.73_176.1667m/z,0.0
43.92_176.2053m/z,0.0
43.94_176.3136m/z,7.665656670262125e-05
209.66_176.5833m/z,0.0
126.91_176.6145m/z,0.0
43.59_176.9998m/z,0.00022089179246283745
59.76_177.0038m/z,1.2095419419867848e-05
133.67_177.0131m/z,0.0
113.12_177.0128m/z,0.0
48.48_177.0207m/z,0.0
237.35_177.0211m/z,0.0
49.94_177.0389m/z,0.0
84.86_177.039m/z,8.110416116351317e-05
161.64_177.0498m/z,0.0
208.85_177.0542m/z,0.0
222.09_177.0543m/z,0.0
237.37_177.0543m/z,0.0
192.9_177.0542m/z,0.0
182.29_177.0544m/z,0.00016683184213625338
249.22_177.0543m/z,0.00015873427571002466
260.93_177.0543m/z,0.0
278.09_177.0543m/z,0.0
298.54_177.0539m/z,0.00010449720760131468
366.59_177.0544m/z,0.0
135.07_177.053m/z,0.0
411.43_177.0544m/z,5.229377994212291e-05
71.92_177.0581m/z,0.0
334.89_177.0549m/z,0.0
310.16_177.0549m/z,0.0
60.82_177.0586m/z,0.0002752988850222136
149.54_177.0614m/z,0.0
86.66_177.0647m/z,0.0
123.61_177.0642m/z,0.0
266.27_177.0735m/z,0.0
202.02_177.075m/z,0.0
337.54_177.0736m/z,4.701761120948884e-05
133.17_177.0734m/z,0.0
62.27_177.0868m/z,0.0
209.68_177.0861m/z,0.0
297.6_177.0907m/z,0.0
237.34_177.0909m/z,0.0
438.09_177.0907m/z,0.0
271.43_177.0907m/z,2.163009290200008e-05
327.38_177.0906m/z,0.0
220.36_177.0906m/z,0.0
398.35_177.0906m/z,0.0
355.14_177.0905m/z,0.0
309.9_177.0906m/z,0.0
39.89_177.0944m/z,0.0
116.68_177.1014m/z,0.0
107.83_177.1019m/z,0.0
87.4_177.1018m/z,0.0
151.91_177.1019m/z,0.0
130.19_177.1017m/z,0.0
195.99_177.1015m/z,0.0
56.38_177.1016m/z,0.0
65.55_177.1014m/z,0.0
43.93_177.1052m/z,0.0
150.75_177.1095m/z,3.591633167761702e-05
342.01_177.1121m/z,0.0
332.59_177.1271m/z,0.0
399.67_177.1271m/z,0.0
459.66_177.1272m/z,0.0
284.54_177.1271m/z,0.0
260.6_177.1271m/z,0.0
52.62_177.1305m/z,5.612765542470538e-05
99.22_177.1305m/z,0.0
45.75_177.1307m/z,0.0
76.99_177.1304m/z,0.00014922364675502484
141.18_177.1378m/z,0.0
237.32_177.1569m/z,0.0
313.91_177.1634m/z,0.0
248.3_177.1632m/z,0.0
229.68_177.1631m/z,1.2143178390962726e-05
380.89_177.1632m/z,0.0
198.29_177.1632m/z,0.0
346.47_177.1632m/z,0.0
421.21_177.1631m/z,7.559288537549407e-05
61.56_177.5463m/z,0.0
82.09_177.9987m/z,4.8144691532842015e-05
183.99_177.9987m/z,0.0
59.78_177.9977m/z,0.0
410.9_178.0318m/z,0.0
331.17_178.0318m/z,0.0
288.7_178.0347m/z,0.0
358.79_178.0318m/z,0.0
135.58_178.0318m/z,0.0
88.23_178.0496m/z,0.0
167.19_178.0496m/z,0.0
151.04_178.0513m/z,0.0
142.22_178.0516m/z,0.0
116.29_178.0525m/z,0.0
56.59_178.0527m/z,0.0
266.25_178.0497m/z,0.0
225.15_178.0498m/z,0.0
107.47_178.0528m/z,0.0
67.37_178.0529m/z,0.0
237.35_178.0576m/z,0.0
222.08_178.0575m/z,0.0
249.27_178.0576m/z,0.0
192.91_178.0581m/z,0.0
208.89_178.0574m/z,0.0
260.92_178.0577m/z,0.0
275.0_178.0577m/z,0.0
297.25_178.0616m/z,0.00011793362167203987
306.68_178.0643m/z,0.0
335.58_178.0644m/z,0.0
178.27_178.0676m/z,0.0
59.27_178.0705m/z,0.0
84.63_178.0716m/z,0.0
266.26_178.0761m/z,0.0
359.64_178.0772m/z,5.3156535043349595e-05
287.09_178.0776m/z,1.4699972812211902e-05
161.17_178.0838m/z,0.0
56.6_178.0862m/z,0.0
204.43_178.0847m/z,0.0002239780528676495
179.84_178.0855m/z,0.0
227.64_178.0858m/z,0.00011524795510898755
142.33_178.0886m/z,2.958049480100394e-05
122.5_178.0885m/z,0.0
90.49_178.0892m/z,0.0
81.49_178.0863m/z,0.0
166.21_178.0862m/z,0.0
297.5_178.0943m/z,0.0
87.32_178.1049m/z,0.0
43.87_178.1069m/z,0.0
151.21_178.1093m/z,0.0
125.43_178.1182m/z,5.4779091230987966e-05
111.43_178.1222m/z,0.0
159.9_178.1222m/z,0.0
177.51_178.1226m/z,0.0
137.02_178.1225m/z,0.0
173.44_178.1327m/z,0.0
337.29_178.1301m/z,0.0
313.87_178.1666m/z,0.00012582652915981934
131.48_178.5872m/z,0.0
119.0_178.9941m/z,4.226647373013403e-05
36.87_179.0046m/z,0.0
95.01_179.0366m/z,0.0
43.24_179.0337m/z,0.0
178.12_179.0359m/z,0.0
209.41_179.0352m/z,0.0
505.69_179.0337m/z,0.0
486.31_179.0337m/z,0.0
411.39_179.0347m/z,0.0
165.9_179.0359m/z,0.0
288.72_179.0371m/z,0.0
265.38_179.0365m/z,0.0
57.38_179.045m/z,0.0
167.15_179.053m/z,0.0
134.01_179.056m/z,0.0
237.33_179.0608m/z,0.0
226.38_179.0696m/z,0.0
239.42_179.0695m/z,0.0
350.56_179.0692m/z,6.075725234582054e-05
306.83_179.0702m/z,0.0
373.49_179.0693m/z,0.0
155.83_179.0697m/z,0.0
78.45_179.0703m/z,0.0
335.58_179.0715m/z,0.0
201.06_179.0719m/z,0.0
212.32_179.0697m/z,0.0001330731961880816
179.75_179.0699m/z,0.0
107.13_179.0785m/z,0.0
84.61_179.0795m/z,0.0
57.33_179.0806m/z,0.0
95.73_179.0807m/z,3.88067414113419e-05
249.74_179.0806m/z,1.4378558378357334e-05
133.99_179.0842m/z,0.0
317.71_179.0847m/z,0.00011719254982852986
359.64_179.0826m/z,0.0
287.09_179.0842m/z,0.0
142.39_179.0919m/z,0.0
56.11_179.0892m/z,9.878069768691018e-05
397.83_179.1063m/z,0.0
245.89_179.1063m/z,0.0
221.12_179.1067m/z,0.0
331.58_179.1063m/z,0.0
254.19_179.1064m/z,0.0
409.67_179.1063m/z,0.0
56.17_179.1156m/z,0.0
200.2_179.1174m/z,0.0
106.74_179.1174m/z,0.0
86.2_179.1173m/z,0.0
118.01_179.1175m/z,0.0
175.41_179.1172m/z,0.0
111.43_179.1238m/z,0.0
38.53_179.1278m/z,0.0
173.51_179.1359m/z,0.0
474.98_179.1427m/z,0.0
386.76_179.1427m/z,0.0
424.48_179.1427m/z,1.178641069916159e-05
360.94_179.1427m/z,5.655453962031554e-05
131.39_179.1425m/z,0.0
202.3_179.1427m/z,0.0
143.98_179.1425m/z,0.0
212.19_179.1426m/z,0.0
384.04_179.1789m/z,0.0
157.11_179.5497m/z,0.0
37.1_179.6293m/z,0.0
59.81_179.996m/z,0.0
36.86_180.0078m/z,0.00018574832570002607
122.95_180.011m/z,0.0
190.77_180.011m/z,0.00022986172707013084
46.55_180.0262m/z,0.0
38.68_180.0323m/z,0.0
288.8_180.0312m/z,0.0
63.16_180.0411m/z,0.0
297.23_180.0413m/z,0.0
309.84_180.0414m/z,0.0
376.33_180.0475m/z,0.0
351.22_180.0475m/z,0.0
451.44_180.0476m/z,0.0
135.65_180.0466m/z,0.0
84.61_180.0517m/z,0.0
57.36_180.0478m/z,0.0
143.32_180.0552m/z,0.0
169.27_180.0651m/z,0.0
195.51_180.0654m/z,0.0
43.57_180.0661m/z,0.00016765276187367966
115.03_180.0675m/z,0.0
40.32_180.0686m/z,0.0
226.41_180.0716m/z,5.49293553067753e-05
197.79_180.0787m/z,0.0
120.51_180.0805m/z,0.0
306.57_180.0806m/z,0.0
280.01_180.0801m/z,1.4163671789264758e-05
353.43_180.0804m/z,0.0
374.01_180.0805m/z,0.0
230.61_180.0798m/z,0.0
295.06_180.0801m/z,8.06658697137559e-05
315.83_180.0801m/z,0.0
336.92_180.0789m/z,0.0
590.61_180.0803m/z,0.0
384.21_180.0802m/z,7.162096663232881e-05
94.68_180.0885m/z,0.0
143.39_180.0879m/z,0.0
108.47_180.0884m/z,0.0
59.01_180.0905m/z,0.0
181.8_180.0996m/z,1.000563242144902e-05
109.95_180.1013m/z,0.0
83.37_180.1014m/z,0.0
72.38_180.101m/z,2.1633162055440598e-05
370.67_180.1017m/z,0.0
336.4_180.1016m/z,0.0
257.45_180.1015m/z,0.0
358.07_180.1016m/z,0.00020835888568675426
422.67_180.1016m/z,0.0
431.24_180.1016m/z,0.0
273.05_180.1015m/z,0.0
123.2_180.1016m/z,0.0
303.14_180.1018m/z,0.0
445.91_180.1016m/z,0.0
95.62_180.1012m/z,0.0
157.44_180.1013m/z,0.0
215.42_180.1056m/z,0.0
306.55_180.1163m/z,0.0
200.21_180.1204m/z,0.0
86.23_180.1215m/z,0.0
143.42_180.1264m/z,0.0
215.53_180.1309m/z,0.0
123.45_180.1377m/z,0.0
100.68_180.1377m/z,0.00010690870399010186
252.76_180.1378m/z,0.0
234.96_180.1378m/z,0.0
145.93_180.1377m/z,0.0
223.29_180.1376m/z,0.0
243.82_180.1378m/z,0.0
198.19_180.1379m/z,0.0
333.76_180.1389m/z,0.0
334.14_180.1746m/z,0.0
143.41_180.1914m/z,0.0
334.14_180.2119m/z,1.466409567522503e-05
334.09_180.2777m/z,0.0
